"year","month","day","hour","pm2.5","cbwd","PC1","PC2","PC3","PC4"
2010,1,1,22,104.04572982326,"NW",-1.54387505111111,0.166805847395204,-0.104863004371315,0.721033805637622
2010,1,1,23,104.04572982326,"cv",-1.64458138481833,0.167145497211761,-0.111201655717583,0.787046476898517
2010,1,2,0,129,"SE",-1.56306373270522,0.165716664374182,-0.110719300955968,0.751916346349682
2010,1,2,1,148,"SE",-1.52764532006426,0.160867198200761,-0.108274492802772,0.734338718159995
2010,1,2,2,159,"SE",-1.47503979121855,0.138876610939583,-0.10955154812398,0.747288694214463
2010,1,2,3,181,"SE",-1.46823958015984,-0.968384169409451,-0.815225691992441,0.545374315562841
2010,1,2,4,138,"SE",-1.56014413741897,-2.05707499583315,-1.51766032714811,0.3480624632159
2010,1,2,5,109,"SE",-1.6981897714568,-3.14919018412447,-2.21807670485752,0.168117834753185
2010,1,2,6,105,"SE",-1.8479572920968,-4.23838045709531,-2.91366383786983,-0.0294451682116945
2010,1,2,7,124,"SE",-1.51067855108095,0.117648567275595,-0.0742632482138666,0.659734945333898
2010,1,2,8,120,"SE",-1.6034504386583,0.118074425062986,-0.0597343122644047,0.645025166128885
2010,1,2,9,132,"SE",-1.57975391261949,0.116149874210048,-0.052460259414111,0.609829163437033
2010,1,2,10,140,"SE",-1.73512763233833,-0.973540022019994,-0.740569649098223,0.38743884483269
2010,1,2,11,152,"SE",-1.69918360524039,0.118169561470647,-0.0131800312439272,0.511356594182927
2010,1,2,12,148,"SE",-1.7122786821932,0.117002531021916,0.00428663787342361,0.453364431532539
2010,1,2,13,164,"SE",-1.67499967363912,0.1156675399308,0.0248947306365644,0.362458572489164
2010,1,2,14,158,"SE",-1.73096020380032,0.118686296997744,0.0498497133351874,0.28906446949246
2010,1,2,15,154,"SE",-1.74777880103684,0.117187427220141,0.0722829433197721,0.21458252257407
2010,1,2,16,159,"SE",-1.80936528470141,0.116356141344124,0.0840970063303719,0.19784158768813
2010,1,2,17,164,"SE",-1.8318098354413,0.111007228623559,0.0933893166269332,0.180012808880505
2010,1,2,18,170,"SE",-1.84490491239411,0.109840198174828,0.110855985744284,0.122020646230117
2010,1,2,19,149,"SE",-1.90649139605867,0.109008912298811,0.122670048754884,0.105279711344177
2010,1,2,20,154,"SE",-1.87483834100797,0.103823878264733,0.130137221830001,0.0710270204115669
2010,1,2,21,164,"SE",-1.92201684914562,-0.985538260592336,-0.561622442296999,-0.184211122442746
2010,1,2,22,156,"SE",-2.16267357856782,-2.07413489184546,-1.2451918218208,-0.388146373241177
2010,1,2,23,126,"SE",-2.20985208670547,-3.16349703070253,-1.9369514859478,-0.64338451609549
2010,1,3,0,90,"SE",-2.27198626770904,-4.25754067509063,-2.6294077655674,-0.883286590746503
2010,1,3,1,63,"SE",-2.35830670877136,-5.34238518710315,-3.31864567698036,-1.13743688967913
2010,1,3,2,65,"SE",-2.509447419762,-6.43566740584321,-4.00159538557241,-1.37537368079223
2010,1,3,3,55,"SE",-2.55662592789965,-7.52502954470028,-4.69335504969941,-1.63061182364655
2010,1,3,4,65,"SE",-2.607527956321,-8.61472352288622,-5.38014815295918,-1.90233975076886
2010,1,3,5,83,"SE",-2.79781060023632,-9.70348811478172,-6.0605761088372,-2.13918869796028
2010,1,3,6,91,"SE",-2.94195216737295,-10.7888283448096,-6.74302232216148,-2.39340486903592
2010,1,3,7,86,"SE",-3.09309287836359,-11.8821105635497,-7.42597203075353,-2.63134166014903
2010,1,3,8,82,"SE",-3.2018578701658,-12.9723039882827,-8.10591763186993,-2.90332073788928
2010,1,3,9,86,"SE",-3.29190183151183,-14.0574803396241,-8.79018898241566,-3.17396082108991
2010,1,3,10,78,"SE",-3.48508250269921,-16.2356971835914,-10.1825581444769,-3.61008690416618
2010,1,3,11,98,"SE",-3.53974988871083,-17.325726729638,-10.8643288828147,-3.89848989403141
2010,1,3,12,107,"SE",-3.58692839684848,-18.4150888684951,-11.5560885469417,-4.15372803688573
2010,1,3,13,90,"SE",-3.73350034011924,-20.5938092409654,-12.9402939204352,-4.63944287909791
2010,1,3,14,96,"SE",-3.84226533192145,-21.6840026656984,-13.6202395215516,-4.91142195683816
2010,1,3,15,95,"SE",-3.95103032372366,-22.7741960904315,-14.300185122668,-5.18340103457841
2010,1,3,16,86,"SE",-4.0523064376519,-23.8637221079751,-14.9901196495736,-5.42221526530774
2010,1,3,17,70,"SE",-4.15358255158015,-24.9532481255186,-15.6800541764792,-5.66102949603707
2010,1,3,18,61,"cv",-3.76473658758593,-25.9944372802883,-17.0940627095451,-3.47331741286426
2010,1,3,19,53,"cv",-3.91073875063566,-27.0832919853985,-17.7946722074793,-3.65420535308621
2010,1,3,20,71,"NW",-3.96914941135552,-28.1770037904577,-18.4920950479661,-3.87761764346923
2010,1,3,21,72,"NW",-4.20980614077772,-29.2656004217109,-19.1756644274899,-4.08155289426766
2010,1,3,22,76,"NW",-1.79959566289897,0.122017721939438,-0.0554171623331255,0.708793773061099
2010,1,3,23,73,"NW",-1.94411482633385,0.118519594600002,-0.0313922256092011,0.686623902100849
2010,1,4,0,79,"NW",-2.07602864683586,0.123463079231941,-0.0143415369457008,0.673001966817521
2010,1,4,1,58,"NW",-2.04019675745963,0.140605141556785,0.0170693519173137,0.515429189078898
2010,1,4,2,25,"NW",-2.21325640473319,0.138533059760227,0.068356763322921,0.401158996698094
2010,1,4,3,26,"NW",-2.33966548678357,0.135961177992411,0.127752159241552,0.237485323656301
2010,1,4,4,28,"NW",-2.47030757756214,0.136981618734608,0.181987874068126,0.0893581231232692
2010,1,4,5,26,"NW",-2.63960186724544,0.135245104798708,0.228252920551811,-0.00823700651461203
2010,1,4,6,20,"NW",-2.77024395802401,0.136265545540905,0.282488635378385,-0.156364207047645
2010,1,4,7,29,"NW",-2.85378758686601,0.129507876257413,0.334395717715744,-0.304635939743121
2010,1,4,8,26,"NW",-2.97694079977061,0.13119572418914,0.378642506753161,-0.419598293265228
2010,1,4,9,27,"NW",-3.07216447790821,0.127366698757916,0.435323029732931,-0.585303121987948
2010,1,4,10,27,"NW",-3.12124707926713,0.126962035194319,0.489985295266432,-0.768375174594894
2010,1,4,11,25,"NW",-3.24816564976199,0.128314315265389,0.539254449225772,-0.900012590859925
2010,1,4,12,29,"NW",-3.10704565340666,0.119533994714541,0.580256374021075,-1.10161837129221
2010,1,4,13,32,"NW",-3.0628887160503,0.114775582992883,0.630571749619094,-1.30220217994583
2010,1,4,14,28,"NW",-3.13943320103828,0.115959902421567,0.682982327224224,-1.46675329260384
2010,1,4,15,29,"NW",-3.13069467632289,0.116050956873329,0.730852894669047,-1.64975947306777
2010,1,4,16,30,"NW",-3.21470595630282,0.113221177960508,0.772577930992426,-1.76580967051156
2010,1,4,17,30,"NW",-3.35185745691545,0.0990250484678844,0.815817729494303,-1.84821326410859
2010,1,4,18,28,"NW",-3.49359073079997,0.110411652034395,0.855805143410158,-1.95259652627285
2010,1,4,19,26,"NW",-3.5398530226304,0.095621880824052,0.887027188423534,-2.02862787203632
2010,1,4,20,31,"NW",-3.74877897925833,0.105677575255345,0.946306408678184,-2.17457938472598
2010,1,4,21,33,"NW",-3.82483373022635,0.0995873131613836,0.988224565226387,-2.28968627041054
2010,1,4,22,29,"NW",-3.91261036779654,0.0964219663879047,1.03497196647169,-2.42241153059725
2010,1,4,23,31,"NW",-4.09627146415609,0.0974414658930162,1.06151865590965,-2.44349355763582
2010,1,5,0,30,"NW",-4.20164869466629,0.0894257117090314,1.08302183991954,-2.46675127251775
2010,1,5,1,34,"NW",-4.26460836868151,0.084502480063801,1.10747332735039,-2.52386599555191
2010,1,5,2,27,"NW",-4.32384452241301,0.0799110877474431,1.12695825391401,-2.56449093431808
2010,1,5,3,25,"NW",-4.33742933338578,0.0860186388213571,1.15491734408829,-2.67192732394193
2010,1,5,4,28,"NW",-4.40415436499126,0.0807598393154692,1.18439119644106,-2.74571710971902
2010,1,5,5,28,"NE",-3.3177794742421,0.170856885193143,-0.0157423415287681,1.14423192319834
2010,1,5,6,27,"NE",-3.34583022406083,0.165008349213377,0.00102771209598813,1.10157582875125
2010,1,5,7,27,"NE",-3.35518202630541,0.167523577777279,0.0341464833623232,0.978592966618637
2010,1,5,8,27,"NE",-3.39072165399811,0.161007634607983,0.0609054627762353,0.902772025160623
2010,1,5,9,29,"NE",-3.36888805232991,0.162265719508476,0.0913093611037082,0.777758007347082
2010,1,5,10,36,"NE",-3.30418899745332,0.159338016893294,0.114224945849909,0.668145929879858
2010,1,5,11,30,"NE",-3.27863187550141,0.16092794112266,0.139662283310148,0.559621696334318
2010,1,5,12,27,"NE",-3.19897714775891,0.162681744038512,0.163274483548943,0.434673550663794
2010,1,5,13,39,"NE",-3.01298780434833,0.161248829245035,0.165073124734905,0.350205811596987
2010,1,5,14,41,"cv",-2.76630877960099,0.167220915990899,-0.0645817008124587,1.09377598531212
2010,1,5,15,33,"NW",-2.75511846432534,0.171566853661276,-0.0588627203979424,1.0617648543659
2010,1,5,16,50,"NW",-2.80174927512399,0.175417073316295,-0.0463520418947481,1.02968785127666
2010,1,5,17,56,"NW",-2.77009622007328,0.170232039282216,-0.0388848688196306,0.99543516034405
2010,1,5,18,59,"NW",-2.83168270373785,0.1694007534062,-0.0270708058090309,0.97869422545811
2010,1,5,19,60,"NW",-2.95201560711396,0.15670349369118,-0.00626423729173932,0.970772578779474
2010,1,5,20,84,"NW",-2.91896960728808,0.158960825110076,0.00918417437934381,0.895413192244859
2010,1,5,21,106,"NW",-3.28719501076241,0.14628287714468,0.0438038936023771,0.9438000607432
2010,1,5,22,66,"NW",-3.0491219640467,0.152706684329627,0.0529274681489908,0.796730218685293
2010,1,5,23,50,"NW",-3.146542665545,0.141430446964503,0.0746237723837005,0.774415815562599
2010,1,6,0,56,"NW",-3.32320461805054,0.150391935181789,0.101673957089434,0.737054408561494
2010,1,6,1,77,"NE",-3.0893504914545,0.169169801786445,-0.0316698639927461,1.10757293820445
2010,1,6,2,50,"NE",-3.19940862740629,0.172024680166903,-0.00488974407267904,1.05060274733273
2010,1,6,3,44,"NE",-3.16961849672619,0.170022281886256,0.0257072744796176,0.926532041278435
2010,1,6,4,27,"NE",-3.18643709396271,0.168523412108653,0.0481405044642022,0.852050094360045
2010,1,6,5,28,"NE",-3.2107445690732,0.166357135141519,0.0805626602379428,0.744403300430731
2010,1,6,6,21,"NE",-3.23132852389999,0.164522697503258,0.108018255144449,0.653246290769418
2010,1,6,7,25,"NE",-3.35215116129606,0.159100019310883,0.139317244718668,0.595880417117316
2010,1,6,8,20,"NE",-3.33031755962786,0.160358104211377,0.16972114304614,0.470866399303775
2010,1,6,9,29,"NE",-3.31971611054187,0.157266522909708,0.194461865013785,0.377678233961535
2010,1,6,10,34,"NE",-3.29788250887367,0.158524607810201,0.224865763341258,0.252664216147994
2010,1,6,11,42,"NE",-3.23318345399708,0.155596905195019,0.247781348087458,0.143052138680769
2010,1,6,12,28,"NE",-3.14976336866431,0.157686275971529,0.266371183404332,0.0347790557531681
2010,1,6,13,36,"NW",-2.7873603855657,0.169314368723308,-0.0473081519199317,1.03484051090249
2010,1,6,14,48,"NW",-2.74870818666098,0.172071323401405,-0.0393374835770435,0.984308440007341
2010,1,6,15,49,"cv",-2.6819831550555,0.177330122907293,-0.0688113359298177,1.05809822578443
2010,1,6,16,52,"NW",-2.68574851264577,0.176994555046635,-0.0637889710078958,1.0414231630415
2010,1,6,17,56,"NW",-2.70023653437376,0.16838515914493,-0.0543035404865107,1.02453769599312
2010,1,6,18,96,"NW",-2.74686734517241,0.172235378799948,-0.0417928619833164,0.992460692903881
2010,1,6,19,75,"cv",-3.01292722151826,0.156620073015045,-0.0548766540307681,1.17872548121477
2010,1,6,20,105,"NW",-2.97850803134173,0.162969350203154,-0.0520656667799375,1.14373988282838
2010,1,6,21,132,"NW",-2.98503952405782,0.151099471120309,-0.0423871160337286,1.12779772753924
2010,1,6,22,93,"NW",-3.17805009420445,0.147937088353587,-0.0240147854165552,1.14687908434344
2010,1,6,23,131,"NW",-3.14639703915374,0.142752054319509,-0.0165476123414378,1.11262639341083
2010,1,7,0,127,"NW",-3.15388591702772,0.142084647129979,-0.00655868655228191,1.0794615463999
2010,1,7,1,130,"cv",-3.11832420645299,0.1452538991473,-0.0539921330371002,1.23694825008306
2010,1,7,2,43,"cv",-3.30756941900935,0.142427084241235,-0.0406421673418488,1.27270466963018
2010,1,7,3,37,"NW",-3.21950051975562,0.156218550170261,-0.0292197003102235,1.17203621062026
2010,1,7,4,30,"NW",-3.26378100062121,0.156308663384938,-0.00903815825401059,1.1160752036508
2010,1,7,5,28,"NW",-3.26987693372001,0.163083621648382,0.00893200613111093,1.04180366103787
2010,1,7,6,24,"NW",-3.24755359803185,0.157067125026231,0.0288434834016572,0.966233870197799
2010,1,7,7,23,"NE",-3.20926758963786,0.171766959733954,-0.02319034485276,1.12280238795226
2010,1,7,8,24,"NW",-3.21250137590161,0.164160538882436,-0.0287162050424527,1.15575683065772
2010,1,7,9,27,"NW",-3.10166124424633,0.164657198134881,-0.00781887774251973,1.02877752930627
2010,1,7,10,40,"NW",-3.03319683177948,0.162065063380356,0.010074342081759,0.935840514581971
2010,1,7,11,42,"NW",-2.92186696610425,0.155287141110155,0.0204792483247652,0.858305440203985
2010,1,7,12,42,"NW",-2.87386529341245,0.162225978060086,0.0366242754884429,0.767609985466071
2010,1,7,13,55,"NW",-2.78111548871713,0.16514681142467,0.0427698066098872,0.700654002445935
2010,1,7,14,52,"NW",-2.64922375109714,0.163550017944705,0.0463935850172931,0.632610175504113
2010,1,7,15,51,"NW",-2.60261502318052,0.163046489441662,0.0545573735850051,0.583021416368204
2010,1,7,16,57,"NW",-2.57796111198384,0.149919466695409,0.0615210513923517,0.565048105398134
2010,1,7,17,50,"NW",-2.67073299956118,0.150345324482801,0.0760499873418137,0.550338326193122
2010,1,7,18,54,"NE",-2.64888298082696,0.153668035457254,-0.0721469589545739,1.09051245354707
2010,1,7,19,67,"NW",-2.66760401128314,0.148650962065562,-0.0678212095252465,1.08917345900744
2010,1,7,20,106,"NE",-2.837212645532,0.139635020126089,-0.0590515642475815,1.14330628634105
2010,1,7,21,159,"cv",-2.78546536967447,0.143559005252917,-0.068547565022044,1.15076637809628
2010,1,7,22,198,"cv",-2.86747275580753,0.152262419613141,-0.0585374987267333,1.13645228167165
2010,1,7,23,190,"cv",-2.96347842964862,0.145081856549015,-0.0495344229669641,1.15469694517211
2010,1,8,0,210,"NW",-2.95368105914815,0.141985428766419,-0.0517966811484134,1.16379250982789
2010,1,8,1,195,"NW",-2.83674499439407,0.135707129755419,-0.0488695182336019,1.11108475108936
2010,1,8,2,275,"NE",-2.86463269185451,0.141227731650155,-0.0613590562306413,1.1620125047649
2010,1,8,3,164,"SE",-2.72525207636055,0.140298345359721,-0.0677242036123913,1.127133524834
2010,1,8,4,110,"cv",-2.6842693019473,0.135944773913716,-0.0727013347327027,1.13419793380886
2010,1,8,5,100,"cv",-2.63389521644041,0.13577681327133,-0.0695599110869126,1.10128423741587
2010,1,8,6,81,"NW",-2.63577789523554,0.135609029341002,-0.0670487286259517,1.09294670604441
2010,1,8,7,71,"NE",-2.46144651823854,0.133758067247817,-0.0811511138684857,1.07271163317551
2010,1,8,8,66,"SE",-2.41530544145985,0.137182429115443,-0.0831693713147533,1.05534440929128
2010,1,8,9,92,"SE",-2.47312656753415,0.136686711100084,-0.0763776732260754,1.05527853714826
2010,1,8,10,135,"NE",-2.41626282661773,0.148384901008759,-0.0828589962718062,1.0381217175695
2010,1,8,11,155,"cv",-2.32302328790246,0.144031152850697,-0.0872058862072885,1.02060996152283
2010,1,8,12,198,"SE",-2.23215616200228,0.146784202284952,-0.0785491726248833,0.94531644713123
2010,1,8,13,250,"SE",-2.04616681859169,0.145351287491474,-0.0767505314389212,0.860848708064424
2010,1,8,14,200,"cv",-2.06844831697329,0.151371512645411,-0.0967178127641555,0.93660377737942
2010,1,8,15,231,"cv",-2.01807423146641,0.151203552003026,-0.0935763891183655,0.903690080986434
2010,1,8,16,250,"cv",-2.02179775175011,0.150871712674153,-0.0886098282511316,0.887200296718432
2010,1,8,17,212,"SE",-2.05349264410738,0.156053018176446,-0.096021197271561,0.921267709176121
2010,1,8,18,219,"cv",-2.15189048518809,0.152628833020876,-0.0946331810101225,0.963211098081872
2010,1,8,19,227,"cv",-2.24789615902918,0.14544826995675,-0.0856301052503533,0.981455761582324
2010,1,8,20,226,"cv",-2.29591991460301,0.141856124158795,-0.0811006653431247,0.990485454095088
2010,1,8,21,225,"NW",-2.48144160687566,0.139361148581602,-0.0727172605151072,1.04273165791021
2010,1,8,22,168,"NW",-2.18554743408566,0.146280673781909,-0.0703853840571713,0.895727687995321
2010,1,8,23,169,"NW",-2.28531846551702,0.138764542857125,-0.0563599433754802,0.897297288752849
2010,1,9,0,165,"cv",-2.39239323958203,0.138603451465338,-0.0822796355973351,1.04095165284722
2010,1,9,1,159,"NW",-2.40176479625114,0.13776826034548,-0.0697795273472183,0.999449274464836
2010,1,9,2,167,"NW",-2.4553947509038,0.133676491288323,-0.0577723441117948,0.983651651338138
2010,1,9,3,196,"NW",-2.51463090463531,0.129085098971965,-0.0382874175481764,0.943026712571976
2010,1,9,4,169,"NW",-2.42983762895189,0.135266415517689,-0.0323350066515558,0.875127417792599
2010,1,9,5,155,"NW",-2.66336332237384,0.132529713826301,0.00119650109990856,0.854922830370259
2010,1,9,6,119,"NW",-2.59489890990699,0.129937579071776,0.0190897209241872,0.761985815645957
2010,1,9,7,106,"NW",-2.65085944006819,0.132956336138721,0.0440447036228103,0.688591712649253
2010,1,9,8,93,"NW",-2.63649263339193,0.130200322697709,0.0637630606685329,0.612078610049936
2010,1,9,9,84,"NE",-2.3757500317999,0.154656330769159,-0.0567250433189728,0.91426141582066
2010,1,9,10,73,"NE",-2.26863342042833,0.154821150692731,-0.0308611551518059,0.770792330201207
2010,1,9,11,66,"NE",-2.30089742455072,0.155915356906738,0.00136788039711096,0.662202224512651
2010,1,9,12,40,"NE",-2.23196536094595,0.149395331781543,0.0294431462353692,0.537043674536665
2010,1,9,13,49,"NE",-2.20640823899404,0.150985256010909,0.0548804836956082,0.428519440991126
2010,1,9,14,50,"NE",-2.14170918411745,0.148057553395727,0.0777960684418088,0.318907363523901
2010,1,9,15,49,"NE",-2.0652882426387,0.142204935460062,0.0958824084909112,0.226913660558841
2010,1,9,16,41,"NE",-2.16601665922795,0.145891276428593,0.110218224215549,0.211260569594587
2010,1,9,17,37,"NW",-2.06489785768648,0.159560250664766,-0.0949896814555668,0.915067623677846
2010,1,9,18,45,"NE",-2.2089272871014,0.148787541802684,-0.0814571657885691,0.942341979691062
2010,1,9,19,44,"NW",-2.2168838161133,0.152048024983824,-0.0816502860133928,0.94139866793182
2010,1,9,20,54,"NW",-2.32461137655656,0.147792377240181,-0.0678179655565254,0.942024956930107
2010,1,9,21,50,"NE",-2.27098142190389,0.151884146297337,-0.0798251487919489,0.957822580056805
2010,1,9,22,47,"cv",-2.4061487830942,0.145870790393999,-0.0889189833343595,1.05863557122917
2010,1,9,23,66,"cv",-2.40803146188933,0.14570300646367,-0.0864078008733985,1.05029803985771
2010,1,10,0,75,"NW",-2.54641285491885,0.135433649392575,-0.0804088325892836,1.10258498998531
2010,1,10,1,82,"NW",-2.7207023946093,0.137288340017545,-0.0663622514014377,1.12300534132913
2010,1,10,2,66,"NW",-2.68765639478342,0.139545671436441,-0.0509138397303546,1.04764595479452
2010,1,10,3,83,"NW",-2.74689254851492,0.134954279120083,-0.0314289131667362,1.00702101602835
2010,1,10,4,62,"NW",-2.82470876322635,0.140061642438509,-0.0162033617246798,0.976975168620042
2010,1,10,5,40,"NW",-2.75252083047579,0.137801347012857,-0.00327670276763507,0.900527938163742
2010,1,10,6,23,"NW",-2.80475784035328,0.141151943408674,0.0167117190637541,0.843623619435039
2010,1,10,7,25,"NW",-2.91809159987538,0.136396672405829,0.0380217828488163,0.819422592793863
2010,1,10,8,27,"NW",-2.98528428261878,0.135065763270611,0.057313589187611,0.777854342268459
2010,1,10,9,35,"NW",-2.76810953529542,0.132375704813726,0.0563973574347109,0.691355447520726
2010,1,10,10,50,"NE",-2.41408555768156,0.152481693258899,-0.068493440542965,0.9762117757197
2010,1,10,11,70,"NW",-2.37122010447318,0.148295905743224,-0.0759817541242373,0.991613716066017
2010,1,10,12,75,"NW",-2.3302175756354,0.147292753980979,-0.0603402222283305,0.917197641290644
2010,1,10,13,58,"NW",-2.20393203709425,0.145196337241814,-0.0492387004927297,0.824326498709359
2010,1,10,14,70,"NW",-2.21702711404706,0.144029306793083,-0.0317720313753789,0.766334336058971
2010,1,10,15,68,"NW",-2.08513537642707,0.142432513313118,-0.028148252967973,0.698290509117149
2010,1,10,16,71,"NW",-2.18586379301631,0.14611885428165,-0.0138124372433348,0.682637418152895
2010,1,10,17,88,"NW",-2.24509994674782,0.141527461965292,0.00567248932028357,0.642012479386733
2010,1,10,18,84,"NW",-2.32301529362895,0.131922724789026,0.0294273612585414,0.600233824555869
2010,1,10,19,83,"NW",-2.37197667993613,0.142883470568146,0.0548858392249352,0.510560341596624
2010,1,10,20,66,"NW",-2.43916936267953,0.141552561432928,0.0741776455637299,0.46899209107122
2010,1,10,21,27,"NW",-2.42156876973953,0.146402968843434,0.0994218627991452,0.359524545766439
2010,1,10,22,24,"NW",-2.49811325472751,0.147587288272118,0.151832440404275,0.194973433108422
2010,1,10,23,22,"NW",-2.67117290200107,0.14551520647556,0.203119851809882,0.0807032407276181
2010,1,11,0,23,"NW",-2.75099301055936,0.139089376520941,0.250060373280007,-0.0510787076998566
2010,1,11,1,27,"cv",-2.59446870201331,0.154414231311578,-0.0777698250571219,1.08550683042597
2010,1,11,2,23,"NW",-2.87836848094215,0.151845490262576,-0.0473797409514476,1.09821593939662
2010,1,11,3,17,"NW",-2.93809436869361,0.154528679468863,-0.0174023933309025,1.00814677365699
2010,1,11,4,17,"NE",-2.90255474100091,0.161044622638159,-0.0441613727448147,1.083967715115
2010,1,11,5,16,"NW",-2.98411423042057,0.162469726943953,-0.0445879234517425,1.11891256718892
2010,1,11,6,16,"NE",-2.99160310829454,0.161802319754423,-0.0345989976625867,1.08574772017799
2010,1,11,7,20,"NW",-3.09556531114753,0.157882239871437,-0.0257890421276413,1.1030490719192
2010,1,11,8,20,"NW",-2.94468003581236,0.168578219254952,0.0110601921111456,0.884431004070595
2010,1,11,9,18,"NW",-3.02450014437065,0.162152389300333,0.0580007135812706,0.75264905564312
2010,1,11,10,25,"NW",-3.00827274178129,0.162910850941625,0.0958823552369384,0.602807722190116
2010,1,11,11,26,"NW",-2.98594940609313,0.156894354319474,0.115793832507485,0.52723793135004
2010,1,11,12,27,"NW",-2.79168918910509,0.159480384348428,0.155280995124291,0.291985547070988
2010,1,11,13,28,"NW",-2.68971112567443,0.155217690642129,0.198804672633632,0.0914676105603886
2010,1,11,14,15,"NW",-2.66929255166343,0.152380101241624,0.241901799436046,-0.0741054738762972
2010,1,11,15,24,"NW",-2.73834815877744,0.154231827859838,0.284323451252019,-0.20549173952339
2010,1,11,16,13,"NW",-2.70855802809734,0.152229429579191,0.314920469804316,-0.329562445577689
2010,1,11,17,13,"NW",-2.78323958871472,0.150231113254443,0.344201201932267,-0.404295543114018
2010,1,11,18,13,"NW",-2.89610569709889,0.141547951880928,0.375693311731308,-0.460718105006878
2010,1,11,19,17,"NW",-2.99120816018476,0.149084335792421,0.40317004714397,-0.533024364081896
2010,1,11,20,20,"NW",-3.05416783419997,0.144161104147191,0.427621534574822,-0.59013908711606
2010,1,11,21,27,"NW",-3.19308079855601,0.141162600066955,0.444168727970552,-0.587481642436846
2010,1,11,22,20,"NW",-3.33899290676606,0.130222107274545,0.46021242609851,-0.568544817795092
2010,1,11,23,15,"cv",-2.81244985637968,0.163796554123272,-0.0625634433661911,1.11114320919635
2010,1,12,0,21,"cv",-2.90049900120888,0.153355507878006,-0.0533672473815983,1.13033118445604
2010,1,12,1,21,"NE",-2.85439976173674,0.156776141213848,-0.0553297007731779,1.11277868209689
2010,1,12,2,37,"NW",-2.85063440414648,0.157111709074505,-0.0603520656950998,1.12945374483982
2010,1,12,3,26,"NE",-3.06315032891027,0.152277826118923,-0.0440383027814745,1.16799935335218
2010,1,12,4,15,"NE",-2.83993382289078,0.168732228267528,-0.0441406642236567,1.04799838692013
2010,1,12,5,9,"NW",-2.92333415379902,0.169993277174778,-0.0421118365243117,1.0747909860975
2010,1,12,6,11,"NW",-2.90101081811086,0.163976780552626,-0.0222003592537654,0.999221195257426
2010,1,12,7,11,"NW",-2.87217807258864,0.173176854165294,0.00870703434147828,0.857927797481344
2010,1,12,8,16,"NW",-3.02042075630722,0.169346887496985,0.0376985319326366,0.819268142253092
2010,1,12,9,13,"NW",-2.95991287285227,0.170015235923601,0.0553986315320915,0.725387815769549
2010,1,12,10,15,"NW",-2.93807927118407,0.171273320824094,0.0858025298595644,0.600373797956008
2010,1,12,11,21,"NW",-2.88224228453211,0.163586265250168,0.131344464815173,0.417223085329635
2010,1,12,12,24,"NW",-2.83950037483295,0.154732179227511,0.194353068888133,0.176080210052874
2010,1,12,13,22,"NW",-2.86395114787721,0.144547184069636,0.276653479299888,-0.106630915749291
